programa,2013,2014,2015,2016,2013-01,2013-02,2013-03,2013-04,2013-05,2013-06,2013-07,2013-08,2013-09,2013-10,2013-11,2013-12,2014-01,2014-02,2014-03,2014-04,2014-05,2014-06,2014-07,2014-08,2014-09,2014-10,2014-11,2014-12,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12
conectar-miradas,0,0,188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
carlos-fuentes,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gente-grande,226,0,0,0,0,0,0,0,0,0,0,0,0,112,99,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
escenas-de-la-historia-de-un-pais,1190,2015,604,42,0,0,0,0,75,100,0,199,410,326,48,32,0,31,0,0,315,367,535,362,42,53,0,310,462,53,0,0,0,15,0,32,21,21,0,0,0,0,0,0,0,15,0,0,0,27,0,0
el-mundo-despues-de-los-dinosaurios,328,0,0,0,0,0,0,0,298,15,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
secretos-del-museo-especiales,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tango,0,52,217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,217,0,0,0,0,0,0,0,0,0,0,0,0,0
yrigoyen-y-peron-lideres-populares,90,0,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mi-banda,224,975,288,344,0,0,0,0,0,0,0,0,0,0,0,224,65,298,0,0,0,0,0,144,144,180,144,0,144,144,0,0,0,0,0,0,0,0,0,0,0,0,129,215,0,0,0,0,0,0,0,0
gabriel-garcia-marquez-la-escritura,0,69,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
superaranas,0,54,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,26,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
el-cuento-de-toki,133,26,0,0,0,0,0,0,0,0,0,15,88,15,0,15,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rococo,0,0,491,469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,299,170,22,0,0,0,0,0,0,0,298,0,0,0,0,171,0,0,0,0,0
conociendo-al-capital,1423,73,45,0,0,0,0,0,0,0,0,182,318,309,307,307,73,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
especial-casa-argentina-en-paris,0,0,0,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,38,0,0,0,0,0
contraplano,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
parana-historias-de-un-rio,0,756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,336,372,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hay-quorum,0,1462,203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,377,376,413,22,0,0,274,7,0,0,174,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
peninsula-valdes,906,1058,401,230,0,0,0,0,63,0,162,180,172,0,0,329,33,306,30,0,0,0,0,0,0,174,225,290,66,0,0,0,0,0,0,0,0,0,317,18,230,0,0,0,0,0,0,0,0,0,0,0
gral-jorge-leal-un-expedicionario-en,68,27,0,0,0,0,0,0,0,0,0,0,0,0,0,68,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mundos-antiguos,0,561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,267,279,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
la-fisica-de-la-luz,0,0,283,1446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,224,59,0,0,0,0,0,0,0,0,213,277,69,0,0,0,513,374,0,0,0
25-anos-de-todos,21,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
belgranenses,0,0,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
convirtiendose-en-los-beatles,54,69,0,0,0,0,0,0,0,0,0,0,0,0,0,54,27,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cumbia-de-la-buena,0,0,1407,1352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,185,293,276,255,202,196,276,277,190,49,0,0,0,0,215,256,89,0
revolucion-digital,0,248,174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124,124,0,0,0,0,0,174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
paisajes-del-himno,0,571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240,331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
vocacion-de-vida,0,26,232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,232,0,0,0,0,0,0,0,0,0,0,0,0,0
pensar-malvinas,71,348,289,392,0,0,0,0,71,0,0,0,0,0,0,0,0,0,0,286,62,0,0,0,0,0,0,0,0,0,0,252,37,0,0,0,0,0,0,0,0,0,0,225,167,0,0,0,0,0,0,0
economia-desde-cero,0,0,0,1969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,271,350,363,336,309,278,62,0
los-barbaros-de-terry-jones,171,408,0,0,0,0,0,0,0,0,171,0,0,0,0,0,365,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
primera-guerra-mundial,0,432,216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,432,0,0,0,0,0,0,0,216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cine-y-malvinas,21,112,28,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,91,21,0,0,0,0,0,0,0,0,0,7,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
especiales-legado,52,834,69,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,353,0,0,0,0,0,0,206,0,275,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
un-trabajo-particular,444,508,0,0,0,0,0,0,0,0,0,0,0,0,0,444,384,37,0,0,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
los-eventos-mas-raros-de-la-naturaleza,0,176,677,763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,176,0,0,0,0,0,0,0,0,0,0,0,264,387,26,0,0,339,0,0,0,0,212,164,48,0,0,0
el-soldado-desconocido,0,69,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,0,0,0,0,0,0,0,0
remigio-y-los-cohetes,0,0,92,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,60,0,0,0,0,0,0,0,0,0,0,0,0,0,56,11,0,0,0,0,0,0,0
doctv-latinoamerica,0,21,680,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,303,340,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0
oficios-cesteria-en-simbol,0,266,201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,266,36,0,0,0,0,33,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sudamerica-salvaje,0,0,381,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,26,0,0,0,0,78,60,0,0,112,78,0,0,52,0,0,0,0,0,0,0,0,0
el-camino-de-la-justicia,0,0,1183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,393,373,391,26,0,0,0,0,0,0,0,0,0,0,0,0,0
la-guia-perversa-de-la-ideologia,0,220,388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220,0,0,0,0,0,0,0,0,336,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
elecciones-el-oficio-de-ser-ciudadanos,310,0,0,0,0,0,0,0,0,0,0,130,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
la-primavera-de-praga,0,0,141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
maestros-de-america-latina,0,0,273,529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,273,349,0,180,0,0,0,0,0,0,0,0,0
la-voz,0,0,455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,361,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
besos-en-la-frente,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
efecto-realidad-periodismo-de,0,0,998,802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,345,347,306,335,301,0,0,0,0,135,31,0,0,0,0
vidas-de-sarmiento,44,667,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,197,373,67,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
naturalmente-obsesionado-la-creacion,0,138,84,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,0,0,0,0,0
escuela-abierta,0,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
los-carabajal-musicos-de-familia,0,681,280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188,216,244,33,0,0,0,0,0,0,251,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mandela-de-klerk,75,0,0,0,0,0,0,0,0,0,27,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
oficios-curso-de-panaderia,0,290,687,33,0,0,0,0,0,0,0,0,0,0,0,0,290,0,0,0,0,0,0,0,0,0,0,0,118,104,85,104,0,0,33,99,144,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0
el-misterio-de-la-materia-oscura,0,0,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jujuy-suena,0,0,1153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,442,402,246,32,0,0,0,0,0,0,0,0,0,0,0,0
especiales-historia-de-un-pais,281,270,121,50,0,0,0,0,21,32,47,15,86,38,42,0,0,0,0,0,31,21,27,0,164,27,0,0,0,0,0,15,31,21,27,0,0,27,0,0,0,0,0,0,50,0,0,0,0,0,0,0
pueblos-de-fiesta,0,0,812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,185,232,184,200,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
conectar-igualdad-escuelas-en-red,0,184,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,184,0,0,0,0,0,0,0,0,0,108,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
el-cielo-otra-vez,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
especial-jean-pierre-bousquet,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
los-animales-y-el-alcohol,0,111,52,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,0,0,0,0,26,0,26,0,0,0,0,0,0,26,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0
coeficiente-intelectual,86,0,0,0,0,0,0,0,0,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cine-21,0,0,684,355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,327,207,163,192,0,0,0,0,0,0,0,0,0,0
proyecto-g,2495,2973,2264,380,0,0,0,0,387,382,375,376,334,341,270,30,684,687,781,725,96,0,0,0,0,0,0,0,317,339,381,246,11,0,0,251,303,368,48,0,0,0,0,0,0,0,0,0,334,46,0,0
tesoros-de-la-antigua-roma,0,571,420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,439,0,132,0,0,0,0,0,0,336,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mujeres-latinoamericanas,0,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
batalla-de-salta,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
isaac-newton-el-ultimo-mago,0,239,63,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,22,0,0,0,168,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155,0,0,0,0,0,0,0,0
la-verdadera-historia-de-los-mitos,0,0,140,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140,11,0,0,0,0,0,0,0,0,0,0,0
carlos-fuentealba-camino-de-un-maestro,63,42,27,0,0,0,0,0,0,0,0,0,63,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
una-gira-diferente,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cesar-milstein,0,230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
especial-ley-1420-el-derecho-a-la,0,92,27,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,58,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,72,0,0,0,0,0
1945-el-mundo-despues,0,0,411,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,171,192,48,0,0,21,0,0,0,0,0,0,0,0,0,0,0
maravillosa-musica,636,471,685,198,0,0,0,0,0,0,0,0,0,108,268,260,65,226,0,0,0,0,36,0,0,0,144,0,0,0,0,0,172,0,0,0,0,0,285,228,0,0,26,172,0,0,0,0,0,0,0,0
inoxidables-iconos-de-la-industria,0,0,965,1158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,205,250,314,196,0,0,0,0,0,295,181,22,0,0,0,0,278,360,22,0
pioneros,0,2188,21,955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,355,514,303,228,407,340,30,11,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,27,0,0,424,297,207,0,0,0
la-historia-del-cine-una-odisea,0,0,1297,185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,321,394,288,294,185,0,0,0,0,0,0,0,0,0,0,0
el-protocolo-de-kioto,0,0,0,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,58,0,0,0,0,0
tu-mundo-argentina,0,1805,1410,311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,306,271,354,52,259,239,276,48,202,434,270,60,0,0,0,0,0,0,135,309,311,0,0,0,0,0,0,0,0,0,0,0
consciente-colectivo,15,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rockumentales,395,739,384,601,0,0,0,0,0,0,0,0,0,0,156,239,208,200,52,0,195,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,171,213,108,192,21,0,0,0,0,84,63,112,21,0
la-fe-del-siglo,0,378,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,173,187,18,0,0,0,0,0,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
historia-de-la-fotografia,265,0,0,200,0,0,0,0,0,0,0,0,247,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0
revolucion-el-cruce-de-los-andes,21,27,58,27,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,27,0,0,0,0,0,31,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0
shincal-la-huella-inca-en,0,0,194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
industria-nacional,893,472,1467,0,0,0,0,0,398,410,85,0,0,0,0,0,0,0,187,259,26,0,0,0,0,0,0,0,256,362,432,333,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
japon-memorias-de-un-imperio-secreto,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
atlantico-sur,0,0,561,2606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155,406,369,331,279,422,387,0,0,0,312,414,92,0
especial-leonardo-favio,68,186,21,21,0,0,0,0,27,0,0,0,0,0,41,0,0,0,0,0,48,0,0,0,0,117,21,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0
la-belleza-de-los-diagramas,451,0,0,0,0,0,0,0,451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
keops-revelada,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,30,0,0
lidiando-con-el-tiempo,0,288,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,22,94,83,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
conurbano,0,0,1643,1186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,260,297,340,414,280,52,0,0,0,0,0,0,0,0,256,275,280,303,72,0
la-historia-no-contada-de-los-estados,0,0,1296,816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,266,413,280,337,426,383,7,0,0,0,0,0,0,0,0,0
relatos-de-mendoza,0,1495,395,0,0,0,0,0,0,0,0,0,0,0,0,0,249,338,388,18,0,0,0,0,0,0,281,221,335,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6-mil-millones-de-otros,0,536,797,1449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,419,117,0,0,0,0,0,0,0,0,0,0,0,0,432,365,342,372,0,0,0,0,180,191,64,282,18,0
grafiteros-del-mundo,1429,0,0,0,0,0,0,0,422,402,417,188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
big-mama,0,0,0,676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155,326,195,0,0,0,0
la-conspiracion-permanente-ii,0,0,290,1241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,290,94,31,184,345,324,256,7,0,0,0,0,0
negando-la-guerra,0,91,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0
frentes-populares-europeos,0,0,143,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0
egipto-el-imperio-dorado,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
la-guerra-de-hollywood,0,149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200-anos-de-amor-en-argentina,15,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
la-voz-de-los-sobrevivientes,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0
el-futuro-es-nuestro,0,1130,255,661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,282,359,331,74,84,0,0,0,0,0,153,18,0,0,0,0,84,0,0,0,0,31,229,26,0,0,0,0,0,375,0,0
otro-extremo-misiones,0,0,1187,899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,216,195,263,157,287,69,0,0,256,256,0,0,0,0,0,0,172,172,43,0
la-historia-de-la-tierra,0,885,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,277,48,0,0,0,0,0,0,0,300,260,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
metr-opolis-refundada,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0
la-opera-anna-bolena,0,920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,207,341,346,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
la-argentina-segun-peron,21,447,80,0,0,0,0,0,0,0,0,0,0,21,0,0,0,303,58,0,0,0,0,0,0,86,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0
los-caminos-de-atahualpa,339,128,0,0,0,0,0,0,0,0,0,0,0,0,339,0,27,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pasar-al-frente-escuelas-argentinas,0,695,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,361,304,30,0,0,0,0,0,0,0,0,0,0,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
encuentro-con-cortazar,0,441,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,262,179,0,0,0,45,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
