programa,2013,2014,2015,2016,2013-01,2013-02,2013-03,2013-04,2013-05,2013-06,2013-07,2013-08,2013-09,2013-10,2013-11,2013-12,2014-01,2014-02,2014-03,2014-04,2014-05,2014-06,2014-07,2014-08,2014-09,2014-10,2014-11,2014-12,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12
especial-nestor-kirchner,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0
los-inventores,0,253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,246,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dentro-de-la-via-lactea,0,0,127,299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127,0,0,0,0,0,0,0,0,149,131,19,0,0,0,0,0,0,0
estadio-nacional,42,0,0,0,0,0,0,0,0,0,0,0,21,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
seis-cuerdas,31,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mitomanias-argentinas,0,580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,189,141,212,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9-de-julio-patriotas-en-la-tormenta,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0
insurgentes,148,283,0,0,0,0,0,0,148,0,0,0,0,0,0,0,0,241,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
negro-sobre-blanco,1432,113,523,0,0,0,0,0,0,0,0,0,0,446,472,514,113,0,0,0,0,0,0,0,0,0,0,0,0,0,209,270,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
la-creacion-del-himno-fotogramas-de,54,27,15,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ejercicio-plastico,31,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
juntapapeles,0,0,819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,364,391,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0
exodo,0,734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,336,31,0,0,0,0,0,298,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
padres-de-la-plaza,43,158,171,0,0,0,0,0,0,0,0,0,0,32,0,11,0,0,136,0,0,0,0,0,0,0,0,22,0,0,153,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mundo-gieco,0,0,884,633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,323,474,87,0,0,0,0,0,0,152,0,0,0,0,0,0,72,326,83,0
oficios-curso-de-carpinteria,0,0,866,721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,118,111,111,125,0,0,0,33,165,99,0,0,0,22,165,132,33,132,138,99,0,0,0
la-guerra-de-vietnam,0,0,61,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,34,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0
agricultura-familiar,0,627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,288,309,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
los-gigantes-de-la-era-del-hielo,0,0,0,1208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,306,408,102,0,362,30,0,0
diarios-de-expedicion,977,562,0,0,0,0,0,0,0,0,0,258,310,354,55,0,0,39,0,0,0,0,0,0,169,313,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
batallas-de-la-libertad,84,1785,418,0,0,0,0,0,0,0,0,0,0,0,84,0,405,484,64,0,0,0,0,0,146,347,317,22,0,0,0,307,42,0,0,0,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0
vocaciones-argentinas,1094,15,374,1029,0,0,0,0,0,0,0,195,245,284,160,210,15,0,0,0,0,0,0,0,0,0,0,0,0,0,230,144,0,0,0,0,0,0,0,0,0,0,0,228,285,228,288,0,0,0,0,0
cuerpo-a-cuerpo,0,0,27,2182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,209,330,428,349,430,398,38,0,0,0
soy-huao,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,0,0,0
primer-plano-retratos,0,65,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
la-caida-del-muro-de-berlin,0,27,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0
radios-universitarias-argentinas-una,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
orson-welles-entrevista-en-paris,0,160,182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136,0,24,0,0,0,0,0,0,182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dinosaurios-sobre-hielo,15,138,52,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,26,26,0,26,0,0,26,34,0,0,0,26,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tramas-del-plan-condor-hallazgos-de,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
avelino-bazan-la-historia-del-mitico,21,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
especial-festival-infantil-de-necochea,0,15,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
que-supimos-conseguir-una-mirada,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2x4-cine,0,236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
el-ano-del-erizo,83,60,34,0,0,0,0,0,15,0,15,0,19,19,15,0,0,34,0,0,0,26,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bajo-pueblo,0,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
costas-de-australia,0,0,0,1555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,533,406,502,114,0
impresionismo-la-venganza-de-lo-hermoso,273,66,200,0,0,0,0,0,0,0,0,254,19,0,0,0,0,0,66,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
asamblea-1813,683,474,355,0,0,0,0,0,396,38,0,0,0,238,11,0,0,308,22,0,0,0,0,144,0,0,0,0,0,0,278,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
la-vida-de-los-pajaros,34,0,552,552,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250,26,0,0,0,0,0,0,276,0,276,0,0,60,216,0,0,0,0,0,0
restauradores,951,742,0,0,0,0,0,0,0,0,0,178,265,254,243,11,0,260,296,135,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
oficios-curso-de-electricidad,0,154,653,627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,90,0,0,0,0,0,0,0,0,0,0,0,125,132,165,132,99,0,0,0,99,132,66,0,0,99,165,66,0,0,0,0
los-impresionistas-pintura-y-revolucion,0,76,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0,0,0,0,212,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
la-gran-barrera-de-coral,0,0,165,576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,52,0,255,37,0,86,0,0,112,86,0,0,0,0
los-confines-de-la-palabra,0,0,864,604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,408,396,60,0,0,0,0,0,312,0,0,0,0,292,0,0,0,0,0
todo-se-transforma,0,1004,613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,313,328,146,210,7,0,0,0,0,0,337,250,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a-cada-uno-su-cine,0,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
che-un-hombre-nuevo,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
los-malditos,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
europa-salvaje,143,0,0,0,0,0,0,0,0,64,0,0,64,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
duch,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
el-astillero-gigantes-en-tierra,1393,1084,753,168,0,0,0,0,0,0,0,295,419,363,305,11,0,0,0,468,83,0,0,0,0,0,240,293,37,0,0,0,0,0,0,0,264,185,256,11,0,168,0,0,0,0,0,0,0,0,0,0
el-tilonorrinco-el-arte-de-la-seduccion,144,146,86,0,0,0,0,0,99,0,0,0,0,15,15,15,0,0,0,26,34,0,26,0,26,0,0,34,0,0,26,0,0,0,34,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
albert-camus-el-periodismo-comprometido,27,71,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
simon-schama-shakespeare-y-nosotros,0,0,388,348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,329,59,0,0,0,0,0,0,0,0,0,0,0,348,0,0,0,0,0,0,0
la-matanza-la-historia,0,1886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,218,238,298,368,371,348,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
el-apagon,0,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
secretos-de-la-colmena,0,0,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,0,0,0,0,0,0,0
ficciones-de-guerra,0,243,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156,0,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0
futbol-pasi-on,0,1257,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,400,487,359,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0
no-es-solo-rocanrol,15,577,349,0,0,0,0,0,0,0,0,0,15,0,0,0,0,190,0,0,0,0,0,0,0,0,157,230,184,165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
claves-de-lectura,966,139,982,1710,0,0,0,0,142,142,0,213,121,0,206,142,71,0,0,0,0,68,0,0,0,0,0,0,36,0,0,0,0,0,0,172,215,172,172,215,232,172,160,172,215,136,240,383,0,0,0,0
historias-de-santa-fe,0,585,45,0,0,0,0,0,0,0,0,0,0,0,0,0,209,64,71,234,7,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
anos-decisivos,142,537,79,1741,0,0,0,0,0,0,0,0,0,50,0,92,0,0,0,184,173,144,0,0,0,0,0,36,36,0,0,0,0,0,0,0,0,43,0,0,0,0,43,157,337,430,344,430,0,0,0,0
fotografos-revelados,0,0,583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,371,201,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cine-clase-f,0,395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201,160,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sarajevo-el-asesinato,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
arsat-1-a-la-altura-de-las-estrellas,0,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0
el-rey-del-rocanrol,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0
vikingos,0,525,243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,338,27,0,138,22,0,0,0,0,0,162,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ver-la-historia,0,0,1823,709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,206,368,288,376,362,223,364,324,21,0,0,0,0,0,0,0,0,0
los-pirineos-salvajes,364,566,190,78,0,0,0,0,0,0,0,0,0,0,0,364,76,0,34,86,86,0,78,0,86,86,0,34,0,26,0,0,0,0,78,0,0,0,0,86,78,0,0,0,0,0,0,0,0,0,0,0
qhapaq-nan-desandando-el-camino,0,0,1214,592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254,470,490,106,0,0,0,216,216,54,0,0,0,0,0
madres-de-plaza-de-mayo-la-historia,0,0,562,498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,304,243,15,0,0,0,0,0,0,0,0,303,195,0,0,0,0,0,0,0,0
osvaldo-soriano-cuentos-de-los-anos,776,154,0,0,0,0,0,0,0,0,0,0,0,0,349,427,154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t-otem,0,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,45,0,0
oficios-curso-de-plomeria,271,286,911,857,0,0,0,0,0,0,0,0,0,0,0,271,52,234,0,0,0,0,0,0,0,0,0,0,92,111,118,130,0,0,0,90,109,45,66,150,59,0,45,180,45,66,132,66,99,132,33,0
foro-internacional-emancipacion-e,0,0,224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,197,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
los-no-convencionales,0,0,661,759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,259,187,215,0,0,129,129,256,245,0,0,0,0,0,0
escuelas-argentinas,0,2386,1847,621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,339,376,379,45,0,0,369,418,406,54,0,188,353,374,71,0,0,0,265,298,162,136,0,0,185,261,175,0,0,0,0,0,0,0
en-el-medio-especial-conectar-igualdad,0,341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
la-belleza-de-los-libros,420,0,0,0,0,0,0,0,156,0,88,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nuestros-origenes,359,94,0,0,0,0,0,0,0,0,0,0,0,0,0,359,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
el-camino-de-la-vida,0,1094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,235,371,235,185,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ensamblados-los-instrumentos-de-la,0,0,440,1603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172,268,232,172,129,172,215,136,172,215,0,128,32,0
centro-cultural-kirchner,0,0,747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,0,297,359,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
los-compositores,0,247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,191,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
donde-esta-fierro,0,917,1106,1571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144,144,180,144,144,123,27,11,0,0,180,0,0,0,228,329,198,171,0,0,0,0,0,171,285,228,288,0,0,482,117,0
un-viaje-a-malvinas,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0
fuera-de-riesgo,0,519,200,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,308,37,0,0,0,123,51,0,0,0,0,0,182,18,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0
corea-la-reunificacion-imposible,0,0,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nuestro-cine,552,880,1830,252,0,0,0,0,96,72,72,96,96,48,72,0,0,0,0,93,124,127,96,96,124,52,96,72,96,378,120,96,159,90,177,180,153,180,21,180,72,180,0,0,0,0,0,0,0,0,0,0
eje-de-luz-ocho-artistas-de-medio,0,54,0,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111,0,0,0,0,0,0,0,0,0
la-guia-perversa-del-cine,108,0,66,0,0,0,0,0,0,0,0,0,0,0,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tierra-de-fanaticos,0,592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,253,278,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
polifonia,1746,0,0,0,0,0,0,0,0,380,466,416,397,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
la-flauta-magica,786,98,0,0,0,0,0,0,0,0,0,0,0,0,347,439,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hiroshima-y-nagasaki,0,0,110,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0
quien-soy-yo,28,7,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
diario-del-orangutan,0,26,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,0,0,0,0,0,0,0
mundos-desconocidos,0,0,0,237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158,79,0
gente-de-rio,0,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
octubre-pilaga,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0
el-buen-mozo-de-la-rosada,0,0,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111,0,0,0,0,0,0,0,0,0,0,0,0
buscadores-de-tormentas,0,219,0,174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,208,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,15,0,0,108,0,0,0,0
mundo-bayer,0,839,0,824,0,0,0,0,0,0,0,0,0,0,0,0,360,426,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143,233,203,234,11,0,0,0,0,0
experimentos-para-hacer-en-casa,0,0,0,143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143,0,0,0,0,0,0
viaje-de-los-continentes,0,762,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,298,22,0,0,0,0,0,442,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chamame,0,936,575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,261,276,323,76,0,0,0,0,278,282,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
un-mundo-de-insectos,37,0,52,0,0,0,0,0,7,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
creciendo-con-sancho,30,0,0,0,0,0,0,0,0,0,0,15,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
oficios-curso-de-albanileria,0,440,630,680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,440,0,0,0,0,0,0,0,0,0,0,0,0,90,225,180,135,0,0,0,0,0,132,132,132,33,0,0,0,66,152,33,0
el-secreto-de-los-abejorros,0,133,59,184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,26,0,26,34,0,33,0,0,0,0,0,0,26,0,0,0,0,0,98,0,0,34,0,26,0,26,0,0
nuestro-club,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
la-musica-de-los-setenta,328,436,51,0,0,0,0,0,0,0,0,0,0,0,145,183,7,0,0,0,0,0,0,0,0,0,189,240,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
presidentes-de-latinoamerica,116,175,49,0,0,0,0,0,0,0,54,0,0,0,31,31,0,0,27,0,0,0,0,0,0,70,27,51,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
biografias-de-la-literatura,0,0,774,2089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,362,412,370,0,0,314,269,385,374,339,38,0,0,0
venenos-curativos,0,41,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,27,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
